sseqid,length,isolate
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR1036059
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6779,ERR1036059
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR375281
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,15104,ERR369998
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR369998
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR369998
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5657,ERR369998
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR374755
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5308,SRR14010999
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14547,SRR14011044
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10229,SRR14011044
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8262,SRR14011044
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5704,SRR14011044
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR987592
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8264,ERR987592
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8171,ERR987592
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,6273,ERR987592
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR985116
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,12844,ERR985116
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6939,ERR985116
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,6077,ERR985116
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR984997
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR984997
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8171,ERR984997
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8048,ERR375157
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5100,ERR375157
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7040,SRR14024962
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14578,ERR985117
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11274,ERR985117
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR985117
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5290,SRR14010959
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR375434
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR375434
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6688,ERR375434
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR375434
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR987643
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10176,SRR14026535
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,16401,ERR1100587
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14963,ERR1100587
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9271,ERR1100587
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7982,ERR1100587
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,15104,ERR388715
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR388715
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR388715
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR388715
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5870,ERR375042
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,SRR14026447
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15979,SRR14026447
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14813,SRR14026447
ICEberg|87|ICESpn9409|GenBank|FR671418|1..22765,14473,SRR14026447
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,8415,SRR14026447
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,5170,SRR14026447
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15999,ERR1100596
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,10382,ERR1100596
ICEberg|47|Tn5251(partofTn5253)|GenBank|FJ711160|1..18033,10378,ERR1100596
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,11167,SRR14022745
ICEberg|47|Tn5251(partofTn5253)|GenBank|FJ711160|1..18033,11164,SRR14022745
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,11156,SRR14022745
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11102,SRR14022745
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,22792,ERR985108
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,18080,ERR985108
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,17684,ERR985108
ICEberg|303|Tn916(pAM120)|GenBank|U49939|1344..19375,14826,ERR985108
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,14192,ERR985108
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,13184,ERR985108
ICEberg|403|CTn7|GenBank|AM180355|3938102..3963961,13056,ERR985108
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,12042,ERR985108
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,7482,ERR985108
ICEberg|403|CTn7|GenBank|AM180355|3938102..3963961,11368,ERR987616
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,10285,ERR987616
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,9152,ERR987616
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5552,ERR987616
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7120,ERR374823
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR375430
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9484,ERR375430
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR375430
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR375430
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14574,ERR375425
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10229,ERR375425
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8046,ERR375425
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,25419,ERR987619
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,12701,ERR987619
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8840,ERR987619
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5692,ERR987619
ICEberg|403|CTn7|GenBank|AM180355|3938102..3963961,5258,ERR987619
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10296,ERR375030
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8523,ERR375030
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR375030
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6402,SRR14026468
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6402,ERR375176
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12705,ERR369978
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8264,ERR369978
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR369978
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15427,SRR14024966
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,12409,SRR14024966
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12353,SRR14024966
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10244,SRR14024966
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7440,ERR374958
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7040,SRR14024948
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12875,ERR375427
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8149,ERR375427
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,13509,ERR985102
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8264,ERR985102
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7662,ERR985102
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12054,ERR375136
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7987,ERR375136
ICEberg|87|ICESpn9409|GenBank|FR671418|1..22765,5342,ERR375189
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6300,ERR374842
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,6270,ERR374842
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12054,ERR375542
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7987,ERR375542
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5382,SRR14010940
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14191,ERR377458
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8113,ERR377458
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8893,ERR375109
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14379,ERR375031
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10080,ERR375031
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR375031
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9751,ERR369940
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8134,ERR369940
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6299,ERR369940
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14898,SRR14025001
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14144,SRR14025001
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,SRR14025001
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,SRR14025001
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9127,SRR14025001
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,7777,ERR377465
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5580,ERR377465
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7660,ERR985119
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5306,ERR985119
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16214,SRR14026522
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14144,SRR14026522
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,SRR14026522
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,SRR14026522
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18042,ERR374734
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,ERR374734
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14822,ERR374734
ICEberg|82|ICESpnH034800032|GenBank|FR671414|1..20370,14026,ERR374734
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9271,ERR374734
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12051,SRR14011033
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8390,SRR14011033
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10436,ERR985047
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10071,ERR985047
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8264,ERR985047
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7440,ERR375134
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,13845,SRR14026555
ICEberg|398|CTn1|GenBank|AM180355|428851..453332,12371,SRR14026555
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7440,ERR374969
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7440,ERR375162
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5888,ERR375162
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12904,ERR370019
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8264,ERR370019
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8291,ERR375255
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5064,ERR375255
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR987639
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR987639
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8171,ERR987639
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7842,ERR375323
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18037,SRR14026484
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15979,SRR14026484
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,14189,SRR14026484
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,13763,SRR14026484
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15167,ERR1156264
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,12991,ERR1156264
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,12573,ERR1156264
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9119,ERR1156264
ICEberg|45|Tn916|GenBank|U09422|1..18032,10155,SRR14025000
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5963,SRR14025000
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8302,ERR374854
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5495,ERR374854
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12579,ERR1156286
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10750,ERR1156286
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6890,ERR1156286
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7107,ERR987581
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,11255,ERR374753
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,9162,ERR374753
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR374753
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR987547
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8613,ERR987547
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR987547
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6779,ERR987547
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR377469
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR377469
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR377469
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6173,ERR377469
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16481,ERR1156203
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14144,ERR1156203
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,ERR1156203
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,ERR1156203
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9279,ERR1156203
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR987537
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,12844,ERR987537
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6939,ERR987537
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,10642,ERR375071
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10195,ERR375071
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7335,ERR375071
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,11784,ERR374686
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,8719,ERR374686
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,17018,ERR1156305
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11584,ERR1156305
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8700,ERR1156305
ICEberg|402|CTn6|GenBank|AM180355|3890925..3910292,5854,ERR1156305
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5870,ERR375515
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15996,ERR1100584
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15269,ERR1100584
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,13964,ERR1100584
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9664,ERR1100584
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6816,ERR369976
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,9456,ERR388725
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR388725
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR388725
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12054,ERR375406
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7987,ERR375406
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7440,ERR375140
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,12175,ERR375026
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,11279,ERR375026
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10962,ERR375026
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,6044,ERR375026
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5540,SRR14024949
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15549,SRR14026507
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14145,SRR14026507
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11805,SRR14026507
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,SRR14026507
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR985091
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,13064,ERR985091
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9405,ERR985091
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6116,ERR985091
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,5870,ERR374752
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5278,SRR14010944
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8707,SRR14010974
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8108,SRR14010974
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6402,SRR14026451
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12051,SRR14010994
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8388,SRR14010994
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,6686,SRR14010994
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374871
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9484,ERR374871
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR374871
ICEberg|403|CTn7|GenBank|AM180355|3938102..3963961,14594,ERR374776
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,11630,ERR374776
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,14988,ERR369955
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,12760,ERR369955
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,12233,ERR369955
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9297,ERR369955
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR987564
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11666,ERR985129
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,10011,ERR985129
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8115,ERR985129
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,13309,SRR14010955
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,10229,SRR14010955
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8046,SRR14010955
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,9456,ERR388689
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR388689
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6575,ERR388689
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,20787,SRR14011013
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,18693,SRR14011013
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,17704,SRR14011013
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,5639,SRR14011013
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,16516,ERR1156228
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,15765,ERR1156228
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11806,ERR1156228
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9360,ERR1156228
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9127,ERR1156228
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,7526,ERR374835
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR375512
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9826,ERR375512
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR375512
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6059,ERR375512
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR374769
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,9484,ERR374769
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8762,ERR374769
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6575,ERR374769
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,14187,ERR1156201
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14144,ERR1156201
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,13968,ERR1156201
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,ERR1156270
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15978,ERR1156270
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14476,ERR1156270
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,14189,ERR1156270
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5382,SRR14026521
ICEberg|47|Tn5251(partofTn5253)|GenBank|FJ711160|1..18033,18045,ERR987522
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15976,ERR987522
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,14826,ERR987522
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,14517,ERR987522
ICEberg|82|ICESpnH034800032|GenBank|FR671414|1..20370,14032,ERR987522
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,9274,ERR987522
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,7440,ERR375286
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,11643,ERR377444
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10738,ERR377444
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,9766,ERR1100569
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9728,ERR1100569
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,6328,ERR1100569
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR375114
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR375114
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8436,ERR375114
ICEberg|328|Tn6084|GenBank|HM243622|34197..56508,5324,ERR375006
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8706,SRR14026538
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8108,SRR14026538
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,15628,ERR375241
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,11447,ERR375241
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8046,ERR375241
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8381,ERR374926
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7717,SRR14024986
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,6422,SRR14024986
ICEberg|326|Tn6087|GenBank|HQ663849|1..21169,5218,SRR14024986
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7545,ERR1156216
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10117,ERR987590
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,9652,ERR987590
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,7772,ERR987590
ICEberg|318|Tn6085b|GenBank|HM243623|12581..33370,14935,ERR375452
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,8961,ERR375452
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,8267,ERR375452
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,18036,SRR14024999
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,15979,SRR14024999
ICEberg|86|ICESpn11928|GenBank|FR671417|1..22793,14189,SRR14024999
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,11529,SRR14024999
ICEberg|770|ICECp1|GenBank|LN835295|52023..84499,5170,SRR14024999
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR374881
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,14121,ERR984983
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,13064,ERR984983
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,6939,ERR984983
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,5463,ERR984983
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,13970,ERR374674
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10080,ERR374674
ICEberg|312|ICECloUPII95-1|GenBank|CP001850|538276..556307,8264,ERR374674
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,5540,ERR374792
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,8124,ERR1156186
ICEberg|315|ICESorUo5-1|GenBank|FR720602|1824518..1847810,5995,ERR1156186
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,14379,ERR987602
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,10071,ERR987602
ICEberg|314|ICECdiM68-1|GenBank|FN668375|334783..353473,8264,ERR987602
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,15131,SRR14024980
ICEberg|103|Tn5397|GenBank|AM180355|585384..606040,11102,SRR14024980
ICEberg|323|ICECdiM120-1|GenBank|FN665653|2171649..2189550,11047,SRR14024980
ICEberg|327|ICEFal35896-1|GenBank|CP002390|1247077..1265062,12054,ERR375284
ICEberg|329|Tn6079|GenBank|GU951538|462..28872,7651,ERR375284
